        Time          VdatE          VdatN          VdatZ         BlerrE         BlerrN         BlerrZ      VelocityE      VelocityN      VelocityZ  DisplacementE  DisplacementN  DisplacementZ
      83.000  0.2065204E-05  0.2346156E-05  0.1422884E-05  0.1557209E-08 -0.3926788E-08 -0.4086039E-08  0.2063647E-05  0.2350083E-05  0.1426970E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00
      83.100  0.2059055E-05  0.2363830E-05  0.1517609E-05  0.1472797E-08 -0.3965726E-08 -0.4092608E-08  0.2057582E-05  0.2367796E-05  0.1521702E-05  0.2057582E-06  0.2367796E-06  0.1521702E-06
      83.200  0.1932906E-05  0.2357504E-05  0.1495334E-05  0.1388385E-08 -0.4004663E-08 -0.4099177E-08  0.1931518E-05  0.2361508E-05  0.1499433E-05  0.3989100E-06  0.4729304E-06  0.3021134E-06
      83.300  0.1760757E-05  0.2304177E-05  0.1449658E-05  0.1303973E-08 -0.4043600E-08 -0.4105746E-08  0.1759453E-05  0.2308221E-05  0.1453764E-05  0.5748554E-06  0.7037525E-06  0.4474898E-06
      83.400  0.1610609E-05  0.2276851E-05  0.1450783E-05  0.1219560E-08 -0.4082538E-08 -0.4112315E-08  0.1609389E-05  0.2280934E-05  0.1454895E-05  0.7357943E-06  0.9318458E-06  0.5929793E-06
      83.500  0.1508460E-05  0.2153525E-05  0.1428507E-05  0.1135148E-08 -0.4121475E-08 -0.4118885E-08  0.1507325E-05  0.2157646E-05  0.1432626E-05  0.8865267E-06  0.1147610E-05  0.7362419E-06
      83.600  0.1452311E-05  0.2101199E-05  0.1476432E-05  0.1050736E-08 -0.4160412E-08 -0.4125454E-08  0.1451260E-05  0.2105359E-05  0.1480557E-05  0.1031653E-05  0.1358146E-05  0.8842977E-06
      83.700  0.1445162E-05  0.2047872E-05  0.1383956E-05  0.9663236E-09 -0.4199350E-08 -0.4132023E-08  0.1444196E-05  0.2052072E-05  0.1388088E-05  0.1176072E-05  0.1563354E-05  0.1023107E-05
      83.800  0.1460014E-05  0.1994546E-05  0.1151081E-05  0.8819114E-09 -0.4238287E-08 -0.4138592E-08  0.1459132E-05  0.1998784E-05  0.1155220E-05  0.1321986E-05  0.1763232E-05  0.1138628E-05
      83.900  0.1500865E-05  0.2036220E-05  0.1175606E-05  0.7974992E-09 -0.4277224E-08 -0.4145161E-08  0.1500067E-05  0.2040497E-05  0.1179751E-05  0.1471992E-05  0.1967282E-05  0.1256604E-05
      84.000  0.1399716E-05  0.1911893E-05  0.8725302E-06  0.7130870E-09 -0.4316161E-08 -0.4151730E-08  0.1399003E-05  0.1916210E-05  0.8766819E-06  0.1611893E-05  0.2158903E-05  0.1344272E-05
      84.100  0.1462567E-05  0.2021567E-05  0.7566547E-06  0.6286748E-09 -0.4355099E-08 -0.4158299E-08  0.1461939E-05  0.2025922E-05  0.7608130E-06  0.1758086E-05  0.2361495E-05  0.1420353E-05
      84.200  0.1502418E-05  0.2039241E-05  0.6875793E-06  0.5442625E-09 -0.4394036E-08 -0.4164868E-08  0.1501874E-05  0.2043635E-05  0.6917442E-06  0.1908274E-05  0.2565858E-05  0.1489527E-05
      84.300  0.1447270E-05  0.2126915E-05  0.4080039E-06  0.4598503E-09 -0.4432973E-08 -0.4171437E-08  0.1446810E-05  0.2131348E-05  0.4121753E-06  0.2052955E-05  0.2778993E-05  0.1530745E-05
      84.400  0.1532121E-05  0.2120588E-05  0.2687285E-06  0.3754381E-09 -0.4471911E-08 -0.4178006E-08  0.1531745E-05  0.2125060E-05  0.2729065E-06  0.2206129E-05  0.2991499E-05  0.1558036E-05
      84.500  0.1453972E-05  0.2091262E-05 -0.1094695E-07  0.2910259E-09 -0.4510848E-08 -0.4184575E-08  0.1453681E-05  0.2095773E-05 -0.6762374E-08  0.2351497E-05  0.3201076E-05  0.1557359E-05
      84.600  0.1447823E-05  0.2130936E-05 -0.1970224E-06  0.2066137E-09 -0.4549785E-08 -0.4191145E-08  0.1447617E-05  0.2135486E-05 -0.1928312E-06  0.2496259E-05  0.3414625E-05  0.1538076E-05
      84.700  0.1486675E-05  0.2005610E-05 -0.3362978E-06  0.1222015E-09 -0.4588723E-08 -0.4197714E-08  0.1486552E-05  0.2010198E-05 -0.3321001E-06  0.2644914E-05  0.3615645E-05  0.1504866E-05
      84.800  0.1479526E-05  0.2071283E-05 -0.6159732E-06  0.3778924E-10 -0.4627660E-08 -0.4204283E-08  0.1479488E-05  0.2075911E-05 -0.6117689E-06  0.2792863E-05  0.3823236E-05  0.1443689E-05
      84.900  0.1449377E-05  0.2039957E-05 -0.6850486E-06 -0.4662298E-10 -0.4666597E-08 -0.4210852E-08  0.1449424E-05  0.2044624E-05 -0.6808378E-06  0.2937806E-05  0.4027698E-05  0.1375606E-05
      85.000  0.1348228E-05  0.2127631E-05 -0.7307241E-06 -0.1310352E-09 -0.4705535E-08 -0.4217421E-08  0.1348359E-05  0.2132336E-05 -0.7265066E-06  0.3072641E-05  0.4240932E-05  0.1302955E-05
      85.100  0.1388079E-05  0.2146304E-05 -0.7997995E-06 -0.2154474E-09 -0.4744472E-08 -0.4223990E-08  0.1388295E-05  0.2151049E-05 -0.7955755E-06  0.3211471E-05  0.4456037E-05  0.1223397E-05
      85.200  0.1379931E-05  0.2162978E-05 -0.8220749E-06 -0.2998596E-09 -0.4783409E-08 -0.4230559E-08  0.1380231E-05  0.2167762E-05 -0.8178444E-06  0.3349494E-05  0.4672813E-05  0.1141613E-05
      85.300  0.1418782E-05  0.2132652E-05 -0.9847503E-06 -0.3842718E-09 -0.4822347E-08 -0.4237128E-08  0.1419166E-05  0.2137474E-05 -0.9805132E-06  0.3491411E-05  0.4886560E-05  0.1043562E-05
      85.400  0.1529633E-05  0.2266326E-05 -0.9602258E-06 -0.4686841E-09 -0.4861284E-08 -0.4243697E-08  0.1530102E-05  0.2271187E-05 -0.9559821E-06  0.3644421E-05  0.5113679E-05  0.9479634E-06
      85.500  0.1427484E-05  0.2049999E-05 -0.9357012E-06 -0.5530963E-09 -0.4900221E-08 -0.4250266E-08  0.1428037E-05  0.2054900E-05 -0.9314509E-06  0.3787225E-05  0.5319169E-05  0.8548183E-06
      85.600  0.1513336E-05  0.2019673E-05 -0.9111766E-06 -0.6375085E-09 -0.4939159E-08 -0.4256835E-08  0.1513973E-05  0.2024612E-05 -0.9069198E-06  0.3938622E-05  0.5521630E-05  0.7641264E-06
      85.700  0.1225187E-05  0.1944347E-05 -0.9100520E-06 -0.7219207E-09 -0.4978096E-08 -0.4263404E-08  0.1225909E-05  0.1949325E-05 -0.9057886E-06  0.4061213E-05  0.5716563E-05  0.6735475E-06
      85.800  0.1381038E-05  0.1961021E-05 -0.1025927E-05 -0.8063329E-09 -0.5017033E-08 -0.4269974E-08  0.1381844E-05  0.1966038E-05 -0.1021657E-05  0.4199397E-05  0.5913167E-05  0.5713818E-06
      85.900  0.1113889E-05  0.1649694E-05 -0.1001403E-05 -0.8907452E-09 -0.5055971E-08 -0.4276543E-08  0.1114780E-05  0.1654750E-05 -0.9971263E-06  0.4310875E-05  0.6078642E-05  0.4716691E-06
      86.000  0.1058740E-05  0.1644368E-05 -0.1117278E-05 -0.9751574E-09 -0.5094908E-08 -0.4283112E-08  0.1059716E-05  0.1649463E-05 -0.1112995E-05  0.4416847E-05  0.6243588E-05  0.3603696E-06
      86.100  0.9575917E-06  0.1168042E-05 -0.1209754E-05 -0.1059570E-08 -0.5133845E-08 -0.4289681E-08  0.9586512E-06  0.1173176E-05 -0.1205464E-05  0.4512712E-05  0.6360905E-05  0.2398232E-06
      86.200  0.8564429E-06  0.1089716E-05 -0.1325629E-05 -0.1143982E-08 -0.5172783E-08 -0.4296250E-08  0.8575869E-06  0.1094888E-05 -0.1321333E-05  0.4598471E-05  0.6470394E-05  0.1076899E-06
      86.300  0.6842941E-06  0.8473893E-06 -0.1324505E-05 -0.1228394E-08 -0.5211720E-08 -0.4302819E-08  0.6855225E-06  0.8526010E-06 -0.1320202E-05  0.4667023E-05  0.6555654E-05 -0.2433028E-07
      86.400  0.5831453E-06  0.7240630E-06 -0.1393580E-05 -0.1312806E-08 -0.5250657E-08 -0.4309388E-08  0.5844581E-06  0.7293137E-06 -0.1389271E-05  0.4725469E-05  0.6628586E-05 -0.1632573E-06
      86.500  0.5049965E-06  0.5997367E-06 -0.1486055E-05 -0.1397218E-08 -0.5289595E-08 -0.4315957E-08  0.5063938E-06  0.6050263E-06 -0.1481739E-05  0.4776108E-05  0.6689088E-05 -0.3114313E-06
      86.600  0.4278478E-06  0.5724105E-06 -0.1438131E-05 -0.1481631E-08 -0.5328532E-08 -0.4322526E-08  0.4293294E-06  0.5777390E-06 -0.1433808E-05  0.4819041E-05  0.6746862E-05 -0.4548121E-06
      86.700  0.3026990E-06  0.6360842E-06 -0.1366806E-05 -0.1566043E-08 -0.5367469E-08 -0.4329095E-08  0.3042650E-06  0.6414517E-06 -0.1362477E-05  0.4849467E-05  0.6811007E-05 -0.5910598E-06
